club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
31,fc-liverpool,Fc Liverpool,GB1,832.5,27,26.7,19,70.4,16,Anfield,54074,£-8.64m,Jürgen Klopp,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
180,fc-southampton,Fc Southampton,GB1,284.45,24,24.9,16,66.7,11,St Mary's Stadium,32384,£-66.06m,Ralph Hasenhüttl,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
985,manchester-united,Manchester United,GB1,718.47,31,25.7,19,61.3,20,Old Trafford,74879,£-204.37m,Erik ten Hag,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
601,kv-kortrijk,Kv Kortrijk,BE1,21.98,30,25.0,21,70.0,6,Guldensporenstadion,9399,£-495Th.,Adnan Custovic,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
2861,kv-oostende,Kv Oostende,BE1,18.88,29,23.3,16,55.2,3,Diaz Arena,8432,+£8.19m,Yves Vanderhaeghe,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
873,crystal-palace,Crystal Palace,GB1,252.63,24,26.8,13,54.2,8,Selhurst Park,26047,£-26.23m,Patrick Vieira,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
354,kv-mechelen,Kv Mechelen,BE1,26.87,27,24.7,10,37.0,3,AFAS Stadion,16672,+£3.83m,Danny Buijs,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
281,manchester-city,Manchester City,GB1,949.77,23,27.2,16,69.6,18,Etihad Stadium,55017,+£18.36m,Pep Guardiola,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
405,aston-villa,Aston Villa,GB1,455.04,26,27.2,17,65.4,16,Villa Park,42682,£-25.20m,Steven Gerrard,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
520,cercle-brugge,Cercle Brugge,BE1,27.05,27,23.2,18,66.7,6,Jan-Breydel-Stadion,29062,£-1.13m,Miron Muslic,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
172,rsc-charleroi,Rsc Charleroi,BE1,32.74,24,23.5,14,58.3,7,Stade du Pays de Charleroi,15000,+£6.48m,Edward Still,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
157,kaa-gent,Kaa Gent,BE1,62.42,28,25.6,14,50.0,9,Ghelamco Arena,19999,£-4.19m,Hein Vanhaezebrouck,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
1003,leicester-city,Leicester City,GB1,408.69,26,27.2,17,65.4,15,King Power Stadium,32273,+£57.96m,Brendan Rodgers,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
1184,krc-genk,Krc Genk,BE1,84.51,28,22.6,18,64.3,10,Cegeka Arena,24956,+£26.07m,Wouter Vrancken,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
58,rsc-anderlecht,Rsc Anderlecht,BE1,89.42,29,23.1,13,44.8,7,Lotto Park,21500,+£13.14m,Felice Mazzù,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,26.24,26,24.8,14,53.8,4,King Power at Den Dreef Stadion,10020,£-585Th.,Marc Brys,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
369,lyngby-bk,Lyngby Bk,DK1,7.34,30,23.8,3,10.0,2,Lyngby Stadion,10000,+-0,Freyr Alexandersson,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
29,fc-everton,Fc Everton,GB1,397.62,27,27.4,13,46.4,11,Goodison Park,39571,£-18.18m,Frank Lampard,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
1177,silkeborg-if,Silkeborg If,DK1,10.22,27,24.1,4,14.8,2,JYSK Park,10000,+£4.28m,Kent Nielsen,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,69.39,29,25.1,16,55.2,6,De Bosuil,16144,£-9.73m,Mark van Bommel,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
2282,fc-brugge,Fc Brugge,BE1,144.9,31,24.2,20,64.5,16,Jan-Breydel-Stadion,29062,+£6.93m,Carl Hoefkens,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,33.57,24,24.7,17,70.8,5,Stade Joseph Mariën,8000,+£2.90m,Karel Geraerts,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
1063,viborg-ff,Viborg Ff,DK1,8.28,24,23.4,12,48.0,1,Viborg Stadion,9566,+£2.30m,Jacob Friis,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
631,fc-chelsea,Fc Chelsea,GB1,775.35,25,26.6,16,64.0,17,Stamford Bridge,40853,£-202.73m,Graham Potter,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
678,aarhus-gf,Aarhus Gf,DK1,12.24,23,25.0,9,39.1,3,Ceres Park,19433,£-243Th.,Uwe Rösler,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
206,brondby-if,Brondby If,DK1,31.14,30,24.1,13,43.3,6,Brøndby Stadion,28000,£-6.12m,Niels Frederiksen,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
190,fc-kopenhagen,Fc Kopenhagen,DK1,61.47,29,24.8,18,62.1,11,Parken,38065,£-2.93m,Jacob Neestrup,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
3325,gd-chaves,Gd Chaves,PO1,8.26,26,25.8,17,68.0,4,Estádio Municipal Eng.º Manuel Branco Teixeira,9000,+£4.05m,Vítor Campelos,https://www.transfermarkt.co.uk/gd-chaves/startseite/verein/3325
